customer_id,country,industry,company_size,annual_revenue,gross_margin,gross_profit,annual_gross_profit,number_of_orders,invoice_count,avg_invoice_value,revenue_per_order,product_count,product_category,payment_delay_days,payment_delay_category,overdue_amount,overdue_ratio,credit_limit,current_exposure,exposure_utilization,order_frequency,relationship_length_months,relationship_years,default_flag,risk_score,risk_category,risk_band,default_probability_proxy,exposure_at_risk,payment_behavior_score,profitability_score,commercial_value_score,segment_id,segment_name,segment_description,segment_priority,main_risk_driver,commercial_action
CUST011,Austria,Retail,SME,563420.7,0.1708,96232.25556,96232.25556,16,16,35213.79,33142.394117647054,4,Machinery,1.3,On Time,7689.25,0.0136474396485367,488093.64,304546.11,0.6239501707077684,1.0,15,1.25,0,1.6404131919371636,Low Risk,Band 1 (Low),0.08202065959685818,312235.36,9.566666666666666,7.342207,6.488207,2,Stable Low-Risk Customers,"Consistent revenue, predictable payment, low default risk",MAINTAIN,Limited growth potential,"Regular engagement, loyalty programs"
CUST012,Spain,FMCG,Mid-Market,438174.24,0.0991,43423.067184,43423.067184,22,22,19917.01,19051.053913043477,2,Chemicals,38.2,High Delay,32874.51,0.0750261128995738,309910.83,213278.99,0.6881946978081139,0.4313725490196078,50,4.166666666666667,0,4.094514965479484,Medium Risk,Band 2 (Medium),0.20472574827397422,246153.5,0.0,5.3727424,4.8772424,5,High-Risk Low-Margin Customers,Limited profitability combined with elevated risk,RESTRICT,Low margin and payment inconsistency,"Pricing review, reduce exposure, or exit"
CUST013,Italy,Automotive,Mid-Market,678612.9,0.1516,102877.71564,102877.71564,13,13,52200.99,48472.35,2,Components,7.6,Moderate Delay,15267.91,0.0224987028687157,506747.52,416327.18,0.821567276736112,0.8125,15,1.25,0,2.556457509755283,Medium Risk,Band 2 (Medium),0.12782287548776414,431595.08999999997,7.466666666666667,8.302129,7.544129000000001,3,Growth Potential Customers,Above-average revenue with moderate risk profile,DEVELOP,Payment behavior volatility,"Expansion opportunities, credit line review"
CUST014,Spain,Pharma,Enterprise,518215.75,0.1021,52909.828075,52909.828075,19,19,27274.51,25910.7875,2,Components,19.5,Delayed,13147.71,0.0253711123214117,455410.45,204933.04,0.4499963494459778,0.2317073170731707,81,6.75,0,2.3017115974632496,Low Risk,Band 1 (Low),0.11508557987316248,218080.75,3.5,6.2031575,5.692657499999999,3,Growth Potential Customers,Above-average revenue with moderate risk profile,DEVELOP,Payment behavior volatility,"Expansion opportunities, credit line review"
CUST015,Italy,FMCG,Enterprise,974900.22,0.1327,129369.259194,129369.259194,24,24,40620.84,38996.0088,5,Machinery,10.9,Moderate Delay,40466.81,0.0415086684460472,577304.78,620042.6,1.07402990842883,0.2727272727272727,87,7.25,0,2.9597124977593707,Medium Risk,Band 2 (Medium),0.14798562488796854,660509.4099999999,6.366666666666667,10.0,10.0,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST016,Germany,Pharma,SME,1280011.68,0.171,218881.99728,218881.99728,26,26,49231.22,47407.84,1,Software,27.5,Delayed,15696.46,0.0122627474774196,679264.74,703611.41,1.0358426818959632,1.4444444444444444,17,1.4166666666666667,0,3.307287343611283,Medium Risk,Band 2 (Medium),0.16536436718056416,719307.87,0.8333333333333339,10.0,10.0,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST017,Spain,Retail,Enterprise,1030131.5,0.1363,140406.92345,140406.92345,18,18,57229.53,54217.44736842105,5,Chemicals,24.7,Delayed,10863.54,0.0105457798348943,777694.07,320284.63,0.411838848147046,2.25,7,0.5833333333333334,0,2.469293934973247,Low Risk,Band 1 (Low),0.12346469674866234,331148.17,1.7666666666666675,10.0,10.0,6,New / Limited-History Customers,Short relationship history with limited behavioral evidence,REVIEW,Limited performance history,"Controlled onboarding, smaller exposure increases"
CUST018,Netherlands,FMCG,Enterprise,604117.34,0.14,84576.42760000001,84576.42760000001,21,21,28767.49,27459.87909090909,5,Components,7.6,Moderate Delay,14544.67,0.0240759022079649,404675.74,351253.22,0.8679868479368987,1.1666666666666667,17,1.4166666666666667,0,2.7902475802041833,Medium Risk,Band 2 (Medium),0.13951237901020916,365797.88999999996,7.466666666666667,7.4411734,6.7411734,3,Growth Potential Customers,Above-average revenue with moderate risk profile,DEVELOP,Payment behavior volatility,"Expansion opportunities, credit line review"
CUST019,Netherlands,Logistics,Mid-Market,787319.53,0.1745,137387.257985,137387.257985,20,20,39365.98,37491.40619047619,4,Packaging,14.1,Delayed,60858.66,0.0772985524694436,565467.96,564123.59,0.9976225531840962,1.0526315789473684,18,1.5,0,3.2523835261237415,Medium Risk,Band 2 (Medium),0.16261917630618708,624982.25,5.3,9.6181953,8.7456953,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST020,France,Logistics,Mid-Market,938369.4,0.2324,218077.04856,218077.04856,14,14,67026.39,62557.96,4,Software,7.2,Moderate Delay,28089.83,0.0299347250666635,602101.85,540468.41,0.8976361889588986,0.2258064516129032,61,5.083333333333333,0,1.7664168451177722,Low Risk,Band 1 (Low),0.08832084225588861,568558.24,7.6,10.0,10.0,3,Growth Potential Customers,Above-average revenue with moderate risk profile,DEVELOP,Payment behavior volatility,"Expansion opportunities, credit line review"
CUST021,Spain,Electronics,Mid-Market,489521.68,0.0942,46112.942256,46112.942256,22,22,22250.99,21283.551304347824,5,Machinery,8.7,Moderate Delay,5724.4,0.011693864100132,401945.7,198338.19,0.4934452340191885,1.6923076923076923,12,1.0,0,2.592941380839433,Medium Risk,Band 2 (Medium),0.12964706904197165,204062.59,7.1,5.8372168,5.3662168,6,New / Limited-History Customers,Short relationship history with limited behavioral evidence,REVIEW,Limited performance history,"Controlled onboarding, smaller exposure increases"
CUST022,Belgium,FMCG,Enterprise,744676.3,0.152,113190.7976,113190.7976,12,12,62056.36,57282.79230769231,4,Chemicals,14.1,Delayed,3180.18,0.0042705535277485,533199.19,439625.06,0.8245043658059111,1.0,11,0.9166666666666666,0,2.6615064931671437,Medium Risk,Band 2 (Medium),0.1330753246583572,442805.24,5.3,8.966763,8.206763,6,New / Limited-History Customers,Short relationship history with limited behavioral evidence,REVIEW,Limited performance history,"Controlled onboarding, smaller exposure increases"
CUST023,Spain,Logistics,Enterprise,850023.63,0.1167,99197.757621,99197.757621,8,8,106252.95,94447.07,5,Machinery,30.8,High Delay,38844.9,0.0456986119314757,541735.44,233439.49,0.4309105012579001,0.2857142857142857,27,2.25,0,3.070326564634272,Medium Risk,Band 2 (Medium),0.1535163282317136,272284.39,0.0,9.667236299999999,9.083736300000002,5,High-Risk Low-Margin Customers,Limited profitability combined with elevated risk,RESTRICT,Low margin and payment inconsistency,"Pricing review, reduce exposure, or exit"
CUST024,Austria,Chemicals,Enterprise,1183520.03,0.1758,208062.821274,208062.821274,25,25,47340.8,45520.001153846155,5,Machinery,16.1,Delayed,92747.32,0.0783656530087806,959730.17,757143.65,0.7889130441728336,0.3012048192771084,82,6.833333333333333,0,2.3605846457492454,Low Risk,Band 1 (Low),0.11802923228746227,849890.97,4.633333333333333,10.0,10.0,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST025,Austria,Pharma,Mid-Market,779446.33,0.1692,131882.31903599997,131882.31903599997,23,23,33888.97,32476.930416666662,4,Software,13.6,Moderate Delay,16615.51,0.0213170674624623,399774.74,381101.43,0.95329042049792,0.5476190476190477,41,3.4166666666666665,0,2.573784047362205,Medium Risk,Band 2 (Medium),0.12868920236811027,397716.94,5.466666666666667,9.486463299999999,8.640463299999999,3,Growth Potential Customers,Above-average revenue with moderate risk profile,DEVELOP,Payment behavior volatility,"Expansion opportunities, credit line review"
CUST026,Spain,Chemicals,Mid-Market,1091871.84,0.1403,153189.61915200003,153189.61915200003,16,16,68241.99,64227.755294117655,2,Packaging,23.7,Delayed,80042.77,0.0733078435285286,727633.98,452232.14,0.6215104742625935,0.4705882352941176,33,2.75,0,3.0907336967534156,Medium Risk,Band 2 (Medium),0.15453668483767077,532274.91,2.1000000000000005,10.0,10.0,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST027,Austria,Automotive,Mid-Market,1081836.69,0.1422,153837.17731799997,153837.17731799997,20,20,54091.83,51516.032857142854,1,Packaging,1.4,On Time,60132.65,0.0555838515700039,905847.37,341916.02,0.3774543386924252,0.273972602739726,72,6.0,0,1.3687461566115484,Low Risk,Band 1 (Low),0.06843730783057742,402048.67000000004,9.533333333333333,10.0,10.0,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST028,Netherlands,Retail,SME,1054616.91,0.0657,69288.330987,69288.330987,22,22,47937.13,45852.90913043478,3,Machinery,5.7,On Time,79815.69,0.075682164057017,594827.68,574806.24,0.9663407728420332,0.282051282051282,77,6.416666666666667,0,3.765222191473536,Medium Risk,Band 2 (Medium),0.1882611095736768,654621.9299999999,8.1,10.0,10.0,5,High-Risk Low-Margin Customers,Limited profitability combined with elevated risk,RESTRICT,Low margin and payment inconsistency,"Pricing review, reduce exposure, or exit"
CUST029,Belgium,Automotive,Enterprise,1173487.37,0.1965,230590.26820500003,230590.26820500003,17,17,69028.67,65193.742777777785,4,Machinery,15.7,Delayed,46202.85,0.0393722601377129,844696.22,839768.82,0.99416666029239,0.2236842105263158,75,6.25,0,2.2453947350198167,Low Risk,Band 1 (Low),0.11226973675099083,885971.6699999999,4.766666666666667,10.0,10.0,3,Growth Potential Customers,Above-average revenue with moderate risk profile,DEVELOP,Payment behavior volatility,"Expansion opportunities, credit line review"
CUST030,Italy,Pharma,Enterprise,953139.85,0.2108,200921.88038,200921.88038,22,22,43324.54,41440.86304347826,4,Machinery,14.1,Delayed,58143.98,0.0610025695599014,544948.87,411847.93,0.7557551775439855,0.5945945945945946,36,3.0,0,2.1695309115671826,Low Risk,Band 1 (Low),0.10847654557835913,469991.91,5.3,10.0,10.0,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST031,Germany,Chemicals,Enterprise,1129950.79,0.0965,109040.251235,109040.251235,16,16,70621.92,66467.69352941177,1,Components,4.6,On Time,70536.18,0.0624241167174524,752226.66,495121.54,0.658207913023638,0.2807017543859649,56,4.666666666666667,0,2.796225426453562,Medium Risk,Band 2 (Medium),0.1398112713226781,565657.72,8.466666666666667,10.0,10.0,5,High-Risk Low-Margin Customers,Limited profitability combined with elevated risk,RESTRICT,Low margin and payment inconsistency,"Pricing review, reduce exposure, or exit"
CUST032,Spain,Logistics,SME,1005152.62,0.2997,301244.24021400005,301244.24021400005,20,20,50257.63,47864.410476190475,3,Chemicals,7.9,Moderate Delay,989.29,0.0009842186950664,657815.18,666114.4,1.0126163400470438,0.3333333333333333,59,4.916666666666667,0,1.8047730963212856,Low Risk,Band 1 (Low),0.09023865481606427,667103.6900000001,7.366666666666667,10.0,10.0,3,Growth Potential Customers,Above-average revenue with moderate risk profile,DEVELOP,Payment behavior volatility,"Expansion opportunities, credit line review"
CUST033,Germany,Retail,SME,973098.25,0.1915,186348.314875,186348.314875,22,22,44231.74,42308.61956521739,2,Packaging,12.5,Moderate Delay,22101.66,0.0227126705859118,804366.38,295052.89,0.3668140505818172,0.2268041237113402,96,8.0,0,0.6382461325175954,Low Risk,Band 1 (Low),0.03191230662587977,317154.55,5.833333333333333,10.0,10.0,3,Growth Potential Customers,Above-average revenue with moderate risk profile,DEVELOP,Payment behavior volatility,"Expansion opportunities, credit line review"
CUST034,Belgium,Retail,Enterprise,1062837.26,0.1738,184721.115788,184721.115788,13,13,81756.71,75916.94714285714,5,Components,8.5,Moderate Delay,55800.58,0.0525015278443921,495572.55,268594.83,0.5419889176659564,0.52,24,2.0,1,16.91482339142038,High Risk,Band 4 (High),0.8457411695710191,324395.41000000003,7.166666666666666,10.0,10.0,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST035,Belgium,Chemicals,SME,434988.09,0.02,8699.7618,8699.7618,7,7,62141.16,54373.51125,1,Machinery,11.1,Moderate Delay,25931.84,0.0596150575063799,319066.08,293862.97,0.9210097481972354,0.3888888888888889,17,1.4166666666666667,0,4.797273289778843,Medium Risk,Band 2 (Medium),0.23986366448894217,319794.81,6.300000000000001,4.549880900000001,4.4498809,5,High-Risk Low-Margin Customers,Limited profitability combined with elevated risk,RESTRICT,Low margin and payment inconsistency,"Pricing review, reduce exposure, or exit"
CUST036,Spain,Retail,Mid-Market,749755.33,0.2082,156099.059706,156099.059706,21,21,35702.63,34079.78772727273,2,Machinery,7.2,Moderate Delay,58782.45,0.0784021768807186,492103.63,481373.27,0.9781949180074568,1.4,14,1.1666666666666667,0,2.7069405843939958,Medium Risk,Band 2 (Medium),0.1353470292196998,540155.72,7.6,9.5795533,8.5385533,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST037,Germany,Automotive,Enterprise,1219785.26,0.1394,170038.065244,170038.065244,19,19,64199.22,60989.263,2,Machinery,22.0,Delayed,14485.1,0.0118751230031982,827939.9,551363.91,0.6659467794695413,0.2878787878787879,65,5.416666666666667,0,2.3760612096313345,Low Risk,Band 1 (Low),0.11880306048156672,565849.01,2.666666666666667,10.0,10.0,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST038,Spain,Automotive,SME,894853.37,0.2246,200984.066902,200984.066902,17,17,52638.43,49714.07611111111,3,Chemicals,14.8,Delayed,29264.08,0.0327026538436876,490319.54,486937.25,0.9931018657730974,0.265625,63,5.25,0,2.2161582956290293,Low Risk,Band 1 (Low),0.11080791478145147,516201.33,5.066666666666666,10.0,10.0,3,Growth Potential Customers,Above-average revenue with moderate risk profile,DEVELOP,Payment behavior volatility,"Expansion opportunities, credit line review"
CUST039,France,Logistics,Mid-Market,1392424.73,0.2264,315244.958872,315244.958872,19,19,73285.51,69621.2365,3,Packaging,9.4,Moderate Delay,72677.11,0.0521946417886069,824728.11,896326.23,1.0868142108056835,0.2714285714285714,69,5.75,0,2.3295188892535554,Low Risk,Band 1 (Low),0.11647594446267777,969003.34,6.866666666666667,10.0,10.0,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST040,Germany,Automotive,Enterprise,1577348.64,0.1734,273512.25417599996,273512.25417599996,25,25,63093.95,60667.25538461538,4,Components,5.0,On Time,39679.87,0.0251560555439251,1304186.66,784053.99,0.6011823414904419,0.4629629629629629,53,4.416666666666667,0,1.4611131273322848,Low Risk,Band 1 (Low),0.07305565636661424,823733.86,8.333333333333334,10.0,10.0,1,Strategic High-Value Customers,"High revenue, excellent payment history, strategic importance",CRITICAL,Concentration risk,"Dedicated account management, cross-sell opportunities"
CUST041,Austria,Pharma,SME,952628.79,0.1428,136035.39121200002,136035.39121200002,16,16,59539.3,56036.98764705883,4,Packaging,0.0,On Time,1118.98,0.0011746233283573,783278.11,646143.35,0.8249220063090683,0.4571428571428571,34,2.8333333333333335,0,2.090907665911662,Low Risk,Band 1 (Low),0.10454538329558309,647262.33,10.0,10.0,10.0,2,Stable Low-Risk Customers,"Consistent revenue, predictable payment, low default risk",MAINTAIN,Limited growth potential,"Regular engagement, loyalty programs"
CUST042,Belgium,Logistics,Mid-Market,429299.03,0.02,8585.9806,8585.9806,22,22,19513.59,18665.175217391305,4,Machinery,0.0,On Time,13320.01,0.0310273470684733,316994.36,109627.44,0.3458340394436487,0.3188405797101449,68,5.666666666666667,0,2.6232201887684172,Medium Risk,Band 2 (Medium),0.13116100943842085,122947.45,10.0,4.492990300000001,4.3929903,3,Growth Potential Customers,Above-average revenue with moderate risk profile,DEVELOP,Payment behavior volatility,"Expansion opportunities, credit line review"
CUST043,Italy,Pharma,SME,657255.76,0.2139,140587.007064,140587.007064,13,13,50558.14,46946.84,5,Components,25.1,Delayed,39715.61,0.0604264160422718,424061.79,318547.86,0.7511826519414749,0.3095238095238095,41,3.4166666666666665,0,2.480776632221124,Low Risk,Band 1 (Low),0.1240388316110562,358263.47,1.6333333333333329,8.711557599999999,7.642057599999999,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST044,Netherlands,Retail,Mid-Market,976653.51,0.0661,64556.79701100001,64556.79701100001,15,15,65110.23,61040.844375,5,Packaging,0.0,On Time,6572.12,0.0067292237550994,546584.48,656110.15,1.2003819610809288,0.25,59,4.916666666666667,0,3.6366810455359864,Medium Risk,Band 2 (Medium),0.18183405227679933,662682.27,10.0,10.0,10.0,3,Growth Potential Customers,Above-average revenue with moderate risk profile,DEVELOP,Payment behavior volatility,"Expansion opportunities, credit line review"
CUST045,Netherlands,Electronics,SME,805428.24,0.1722,138694.742928,138694.742928,16,16,50339.26,47378.13176470588,5,Chemicals,15.5,Delayed,31094.2,0.0386057980782513,641026.17,544475.74,0.8493814534890994,0.4324324324324324,36,3.0,0,2.5717759582708766,Medium Risk,Band 2 (Medium),0.12858879791354383,575569.94,4.833333333333333,9.7762824,8.9152824,3,Growth Potential Customers,Above-average revenue with moderate risk profile,DEVELOP,Payment behavior volatility,"Expansion opportunities, credit line review"
CUST046,Italy,Pharma,SME,560966.45,0.0853,47850.438185,47850.438185,18,18,31164.8,29524.55,3,Machinery,11.4,Moderate Delay,41167.65,0.0733870091516642,411678.98,190029.23,0.4615956588299417,1.125,15,1.25,0,3.199037390873197,Medium Risk,Band 2 (Medium),0.15995186954365986,231196.88,6.199999999999999,6.462664499999999,6.0361645,5,High-Risk Low-Margin Customers,Limited profitability combined with elevated risk,RESTRICT,Low margin and payment inconsistency,"Pricing review, reduce exposure, or exit"
CUST047,Spain,Logistics,Enterprise,667183.48,0.1929,128699.69329199998,128699.69329199998,15,15,44478.9,41698.9675,3,Packaging,14.4,Delayed,37524.19,0.0562426845460018,490510.89,494318.22,1.0077619683407888,2.142857142857143,6,0.5,0,2.9842154130495926,Medium Risk,Band 2 (Medium),0.14921077065247962,531842.4099999999,5.2,8.6008348,7.636334799999999,6,New / Limited-History Customers,Short relationship history with limited behavioral evidence,REVIEW,Limited performance history,"Controlled onboarding, smaller exposure increases"
CUST048,France,FMCG,Enterprise,951767.21,0.02,19035.3442,19035.3442,23,23,41381.18,39656.96708333333,3,Packaging,1.4,On Time,42114.09,0.0442483094158662,708444.2,699460.92,0.9873197070411652,0.3150684931506849,72,6.0,0,4.025292556075927,Medium Risk,Band 2 (Medium),0.20126462780379634,741575.01,9.533333333333333,9.7176721,9.6176721,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST049,France,Logistics,Mid-Market,387507.44,0.0831,32201.868263999997,32201.868263999997,22,22,17613.97,16848.14956521739,5,Components,14.2,Delayed,30316.01,0.0782333624353683,246148.29,250655.73,1.0183118883295177,0.2291666666666666,95,7.916666666666667,0,3.805407342808649,Medium Risk,Band 2 (Medium),0.19027036714043244,280971.74,5.266666666666667,4.7060744,4.2905744,5,High-Risk Low-Margin Customers,Limited profitability combined with elevated risk,RESTRICT,Low margin and payment inconsistency,"Pricing review, reduce exposure, or exit"
CUST050,Italy,Automotive,Enterprise,1001516.85,0.2058,206112.16773,206112.16773,8,8,125189.61,111279.65,5,Software,0.0,On Time,61991.54,0.0618976505487033,840728.78,620655.75,0.7382354033357366,0.1176470588235294,67,5.583333333333333,0,1.4133186777277662,Low Risk,Band 1 (Low),0.07066593388638831,682647.29,10.0,10.0,10.0,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST051,Belgium,Chemicals,Enterprise,1256330.08,0.1336,167845.698688,167845.698688,20,20,62816.5,59825.24190476191,4,Software,8.3,Moderate Delay,67501.39,0.0537290247798144,699708.34,849769.81,1.2144628860630498,0.4651162790697674,42,3.5,0,3.6154246370312815,Medium Risk,Band 2 (Medium),0.18077123185156407,917271.2000000001,7.2333333333333325,10.0,10.0,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST052,Austria,FMCG,Enterprise,307685.35,0.1414,43506.70849,43506.70849,15,15,20512.36,19230.334375,5,Chemicals,17.2,Delayed,8416.47,0.0273541460455385,237821.58,201138.77,0.8457549142477072,0.625,23,1.9166666666666667,0,3.024509663526389,Medium Risk,Band 2 (Medium),0.15122548317631945,209555.24,4.266666666666667,4.4908535,3.7838534999999993,3,Growth Potential Customers,Above-average revenue with moderate risk profile,DEVELOP,Payment behavior volatility,"Expansion opportunities, credit line review"
CUST053,Netherlands,Automotive,SME,810239.1,0.1969,159536.07879,159536.07879,19,19,42644.16,40511.955,3,Chemicals,28.6,Delayed,8709.55,0.0107493578130076,497827.36,229770.31,0.4615461673290484,0.2111111111111111,89,7.416666666666667,0,1.2595038638288245,Low Risk,Band 1 (Low),0.06297519319144122,238479.86,0.4666666666666668,10.0,9.086891000000001,4,Late-Paying Watchlist,Acceptable revenue but concerning payment delays,MONITOR,Payment delay and working capital issues,"Credit tightening, enhanced collection procedures"
CUST054,Spain,Electronics,SME,899670.91,0.2328,209443.387848,209443.387848,17,17,52921.82,49981.71722222222,5,Chemicals,3.9,On Time,20479.45,0.0227632679598112,768002.78,330672.75,0.4305619180174965,0.2266666666666666,74,6.166666666666667,0,0.5565633130468159,Low Risk,Band 1 (Low),0.027828165652340798,351152.2,8.7,10.0,10.0,3,Growth Potential Customers,Above-average revenue with moderate risk profile,DEVELOP,Payment behavior volatility,"Expansion opportunities, credit line review"
